Request_id,Request_type,Request_description,Request_date,Request_librarian,Request_status
336,books,Seeking 'The Catcher in the Rye' for the modern classics section.,2024-03-21,380543645,closed
337,books,Request to add 'Educated' by Tara Westover to the memoir section.,2024-01-08,263582710,waiting
338,books,Request to add 'History of Ancient Civilizations' to the history collection.,2024-09-09,212959720,waiting
339,books,Looking to acquire 'The Structure of Scientific Revolutions' by Thomas Kuhn.,2024-07-05,255595993,done
340,maintenance,Requesting maintenance for the malfunctioning computer terminals.,2024-05-16,308086545,in progress
341,maintenance,Requesting maintenance for the malfunctioning security cameras.,2024-09-14,307732313,in progress
342,room,Request to use the collaboration room for a team-building exercise.,2024-09-12,280308818,waiting
343,other,Request to start a monthly community newsletter.,2024-10-25,207094053,in progress
344,books,Looking for 'The Life-Changing Magic of Tidying Up' by Marie Kondo.,2024-01-11,228280574,closed
345,books,Requesting 'Good to Great' by Jim Collins for the management section.,2024-04-07,274503903,in progress
346,maintenance,Need to repair the broken window in the reading room.,2024-03-16,335700035,done
347,books,Looking for 'The Life-Changing Magic of Tidying Up' by Marie Kondo.,2024-03-11,370320665,closed
348,maintenance,Seeking to replace the broken lock on the storage closet.,2024-09-17,343603908,in progress
349,maintenance,Need to repair the damaged electrical outlet in the seminar room.,2024-02-11,354443129,done
350,room,Need the IT lab for a cybersecurity workshop.,2024-07-01,219475845,done
351,books,Requesting 'Good to Great' by Jim Collins for the management section.,2024-02-08,329222087,in progress
352,maintenance,Seeking maintenance for the HVAC system in the conference hall.,2024-04-19,284950177,waiting
353,books,Requesting 'Cosmos' by Carl Sagan for the astronomy section.,2024-05-22,272854340,waiting
354,books,Need a new edition of 'Physics for Scientists and Engineers' by Serway and Jewett.,2024-07-02,343236287,waiting
355,maintenance,Request to repair the faulty light switch in the seminar room.,2024-08-24,250985413,waiting
356,room,Request to use the green room for a video shoot.,2024-06-30,230250847,done
357,books,Looking for 'A Brief History of Time' by Stephen Hawking for the science section.,2024-01-07,334240645,in progress
358,maintenance,Need to repair the damaged steps at the main entrance.,2024-03-23,224242560,done
359,other,Seeking to launch a library-hosted science fair.,2024-07-28,269170593,waiting
360,books,Need to purchase 'The Kite Runner' by Khaled Hosseini for the modern fiction section.,2024-10-01,344036579,waiting
361,books,Looking for 'The Life-Changing Magic of Tidying Up' by Marie Kondo.,2024-09-12,288004336,done
362,maintenance,Need to repair the damaged steps at the main entrance.,2024-10-30,395540990,in progress
363,maintenance,Need to repair the damaged chair in the staff office.,2024-04-19,201885886,waiting
364,maintenance,Request to clean the water stains on the walls in the basement.,2024-08-30,398864504,waiting
365,room,Looking to reserve the language lab for a foreign language workshop.,2024-01-08,265346940,waiting
366,other,Request to start a monthly community newsletter.,2024-03-20,282648716,in progress
367,room,Request to book the storytelling circle for a children's story hour.,2024-07-02,304375306,waiting
368,other,Requesting help with the library's participation in the community parade.,2024-05-13,250544251,done
369,other,Looking to create a special section for local history and genealogy research.,2024-11-04,304375306,waiting
370,room,Need a private room for a legal consultation session.,2024-08-16,284950177,waiting
371,other,Request to create a resource guide for new patrons.,2024-02-07,313313090,closed
372,room,Request to use the library garden for a community garden workshop.,2024-02-03,248942815,in progress
373,books,Need additional copies of 'The Iliad' by Homer.,2024-05-19,306829821,closed
374,books,Need to purchase 'The Secret History' by Donna Tartt for the mystery section.,2024-01-10,370173353,closed
375,maintenance,Need to repair the damaged display case in the main hall.,2024-06-17,346059678,done
376,maintenance,Need to repair the damaged curtain rod in the meeting room.,2024-03-15,271057887,in progress
377,maintenance,Seeking to replace the broken magnifying glass in the reading room.,2024-08-24,329222087,in progress
378,books,Need a new edition of 'Linear Algebra and Its Applications' by Gilbert Strang.,2024-07-15,200660389,waiting
379,maintenance,Requesting maintenance for the broken ceiling tiles in the archive room.,2024-09-24,261844724,closed
380,maintenance,Need to repair the damaged display case in the main hall.,2024-06-14,284201662,closed
381,maintenance,Looking to fix the loose handrail in the stairwell.,2024-04-05,305606196,done
382,maintenance,Looking to fix the squeaky door in the children's section.,2024-06-21,265590430,waiting
383,room,Need the music practice room for a vocal training session.,2024-08-25,381073709,waiting
384,room,Seeking to reserve the alumni room for a university alumni meeting.,2024-03-19,305539405,closed
385,books,Request to acquire 'The Elements of Statistical Learning' for the statistics section.,2024-07-21,230006371,in progress
386,books,Seeking 'The Girl with the Dragon Tattoo' by Stieg Larsson for the mystery section.,2024-08-12,347495715,in progress
387,books,Seeking 'The Catcher in the Rye' for the modern classics section.,2024-09-02,255595993,waiting
388,maintenance,Request to repair the cracked floor tiles in the main hallway.,2024-03-12,273665802,in progress
389,other,Requesting support for a community gardening project.,2024-07-06,338387525,waiting
390,maintenance,Request to clean the water stains on the walls in the basement.,2024-10-30,327100566,done
391,room,Requesting the use of the top floor conference room for a strategy meeting.,2024-11-10,258688852,in progress
392,other,Requesting help with planning a library-hosted genealogy workshop.,2024-10-10,327109013,waiting
393,room,Requesting the use of the digital media room for a photography editing workshop.,2024-10-15,270268295,closed
394,books,Seeking 'The Alchemist' by Paulo Coelho for the inspirational fiction section.,2024-09-06,224518241,closed
395,books,Requesting 'Artificial Intelligence: A Modern Approach' for the AI research group.,2024-08-18,284201662,closed
396,books,Seeking 'The Lean Startup' by Eric Ries for the business strategy section.,2024-06-08,272134974,done
397,other,Seeking to organize a community poetry reading night.,2024-09-12,291563328,closed
398,other,Need to set up a library card registration booth at the local fair.,2024-10-04,358242451,waiting
399,maintenance,Need to repair the damaged chair in the staff office.,2024-08-18,280308818,waiting
400,books,"Requesting 'Guns, Germs, and Steel' by Jared Diamond for the anthropology section.",2024-09-13,204469027,waiting
401,books,Looking for 'The Life-Changing Magic of Tidying Up' by Marie Kondo.,2024-06-12,314782657,done
402,books,Requesting 'Good to Great' by Jim Collins for the management section.,2024-07-27,263996035,closed
403,room,Looking to reserve the reading loft for a cozy book club meeting.,2024-09-22,291563328,closed
404,books,Seeking 'The Wealth of Nations' by Adam Smith for the economics section.,2024-08-18,272950205,closed
405,room,Need a private room for a legal consultation session.,2024-09-19,284950177,waiting
406,books,Need to purchase 'The Secret History' by Donna Tartt for the mystery section.,2024-10-04,325460236,done
407,other,Seeking to establish a library-sponsored book club.,2024-02-14,334240645,in progress
408,other,Requesting help with planning a library-hosted genealogy workshop.,2024-10-12,239678220,closed
409,room,Requesting the use of the parent-child room for a family literacy event.,2024-07-02,272561044,done
410,books,Requesting a replacement for the damaged 'Introduction to Python Programming' book.,2024-11-11,387341787,in progress
411,other,Need to set up a library card registration booth at the local fair.,2024-06-26,237355508,waiting
412,other,Requesting support for a community gardening project.,2024-01-20,394294102,closed
413,books,Request for 'Digital Marketing Essentials' for the business section.,2024-06-14,229775739,waiting
414,maintenance,Need to fix the leaking roof in the library cafe.,2024-06-12,275273902,done
415,maintenance,Looking to fix the water fountain in the lobby.,2024-06-12,305606196,in progress
416,books,Seeking 'Atomic Habits' by James Clear for the self-improvement section.,2024-07-19,340042613,done
417,room,Looking to reserve the photography room for a portrait session.,2024-06-26,366132926,done
418,maintenance,Request to repair the cracked floor tiles in the main hallway.,2024-07-02,239037328,done
419,other,Looking to coordinate with local schools for library tours.,2024-06-24,259978567,in progress
420,other,Looking to coordinate with local schools for library tours.,2024-01-04,398864504,in progress
421,books,Looking to acquire 'Thinking in Systems' by Donella Meadows for the systems theory section.,2024-08-19,200531127,closed
422,room,Seeking to reserve the quiet carrel for individual research.,2024-02-14,314782657,waiting
423,maintenance,Request to clean the bird droppings from the windows.,2024-09-28,391066552,done
424,other,Requesting assistance with the annual library fundraiser event.,2024-03-21,253139539,waiting
425,room,Seeking to book the large meeting room for a city council meeting.,2024-09-23,395540990,closed
426,maintenance,Request to clean the clogged gutters around the building.,2024-03-31,366132926,in progress
427,room,Request to use the art studio for a painting class.,2024-02-29,397139437,in progress
428,room,Request to use the green room for a video shoot.,2024-05-12,321425431,done
